sentence,construction_type,language
There are also some distracting background elements like the light fixture and what looks like a door handle on the left.,Interrogative-Polar-Direct,english
There are also some distracting background elements like the light fixture and what looks like a door handle on the left.,Existential-CopPred-ThereExpl,english
"In the standing photo (from the front) there is a corner of a rug creeping in, some kind of box in the lower right corner and what looks like a power cord.",Interrogative-Polar-Direct,english
"In the standing photo (from the front) there is a corner of a rug creeping in, some kind of box in the lower right corner and what looks like a power cord.",Existential-CopPred-ThereExpl,english
what are some unique customs in ireland?,Interrogative-WHInfo-Direct,english
Do animals see images on a TV screen like humans do?,Interrogative-Polar-Direct,english
Do animals see images on a TV screen like humans do?,Interrogative-Polar-Direct,english
"As far as I understand, this ad will get dogs excited, but my question is: Can dogs actually see the images featured in the advert like humans?",Interrogative-Polar-Direct,english
"Also, can animals remember images on TV like us, humans?",Interrogative-Polar-Direct,english
"If so, then does that mean that if you watched a scary movie and your dog/cat/parrot was in the same room as you they will also get scared?",Interrogative-Polar-Direct,english
"Although, I don't think that scary movies will affect pets for a long time; I am sure they'll forget sometime--or am I wrong?",Interrogative-Polar-Direct,english
So what about T.V.?,Interrogative-WHInfo-Direct,english
Do dogs enjoy watching T.V.?,Interrogative-Polar-Direct,english
"If they ask how much I'm willing to pay, what is a good price range?",Interrogative-WHInfo-Direct,english
Remember that you get what you pay for.,Interrogative-WHInfo-Indirect,english
Do they have this anywhere?,Interrogative-Polar-Direct,english
First of if i went alone on a regular cabin how much would you estimate it would be just a guess.,Interrogative-WHInfo-Indirect,english
Second is there any way to sort of customize the places you wanna go to?,Interrogative-Polar-Direct,english
Second is there any way to sort of customize the places you wanna go to?,Existential-CopPred-ThereExpl,english
Like you can pick the destinations?,Interrogative-Polar-Direct,english
"yes there are multiple around the world cruises, mainly offered by the more upscale lines.",Interrogative-Polar-Direct,english
"yes there are multiple around the world cruises, mainly offered by the more upscale lines.",Existential-CopPred-ThereExpl,english
"There has been a large Asian presence in the SF Bay Area for a long time--the Chinatown here was the largest population of chinese outside of China, there were lots of Japanese who'd been displaced during WWII.",Interrogative-Polar-Direct,english
"There has been a large Asian presence in the SF Bay Area for a long time--the Chinatown here was the largest population of chinese outside of China, there were lots of Japanese who'd been displaced during WWII.",Existential-CopPred-ThereExpl,english
There has always been a Mexican-American cultural influence since Calif was owned by Mexico.,Interrogative-Polar-Direct,english
There has always been a Mexican-American cultural influence since Calif was owned by Mexico.,Existential-CopPred-ThereExpl,english
Can rabbits and chickens live together?,Interrogative-Polar-Direct,english
"There is already a little dog house that I would turn into a little rabbit hutch being kept back there and I was thinking about keeping the rabbit in the run with the chickens, but keeping the chickens in the coop and the rabbit in the hutch at night.",Interrogative-Polar-Direct,english
"There is already a little dog house that I would turn into a little rabbit hutch being kept back there and I was thinking about keeping the rabbit in the run with the chickens, but keeping the chickens in the coop and the rabbit in the hutch at night.",Existential-CopPred-ThereExpl,english
"So, can rabbits and chickens live together as long as they have separate places for their food and water?",Interrogative-Polar-Direct,english
Should all UK towns and their cafes or restaurants provide Halal food?,Interrogative-Polar-Direct,english
"When you go to another country, you live by their way of life and their laws, if you don't like it, you know how to get back out the country (but I guess our benefits system is too much to throw away, huh).",Interrogative-WHInfo-Indirect,english
We can't dictate what business wants to open where.,Interrogative-WHInfo-Indirect,english
How to convince my parents to let me get a Ball python?,Interrogative-WHInfo-Direct,english
Once you've buttered them up a bit try to get them to the pet store and ask one of the employees to handle the snake showing your mom how gentle and harmless they can be.,Interrogative-WHInfo-Indirect,english
"Once you're there, ask if you can hold a ball python.",Interrogative-Polar-Indirect,english
"If I threw him against a wall and still conscious he will run away, do I hang him by the tail so the blood can flush into his skull?",Interrogative-Polar-Direct,english
"For obvious reasons, knowing how extremely difficult it is to drive a car in the city, you should probably try to be near the subway system.",Interrogative-WHInfo-Indirect,english
"But, can you immigrate?",Interrogative-Polar-Direct,english
How to train my puppy ?,Interrogative-WHInfo-Direct,english
Is there any way can let him know how to walk with leash ?,Interrogative-Polar-Direct,english
Is there any way can let him know how to walk with leash ?,Interrogative-WHInfo-Indirect,english
Is there any way can let him know how to walk with leash ?,Existential-CopPred-ThereExpl,english
How to prevent this ?,Interrogative-WHInfo-Direct,english
You need to purchase what is called a shoulder point harness.,Interrogative-WHInfo-Indirect,english
"There would be four of us so we would probably be looking at 2 twin rooms for Rs1000, close to the centre of these cities.",Interrogative-Polar-Direct,english
"There would be four of us so we would probably be looking at 2 twin rooms for Rs1000, close to the centre of these cities.",Existential-CopPred-ThereExpl,english
"I've stayed in a more expensive hotel there, but you can check some travelguides or tripadvisor?",Interrogative-Polar-Direct,english
"Also, while travelling ask people where they've been and if they have any hotel recommendations.",Interrogative-WHInfo-Indirect,english
There were many hotels there.,Interrogative-Polar-Direct,english
There were many hotels there.,Existential-CopPred-ThereExpl,english
and why is the one a better pet?,Interrogative-WHInfo-Direct,english
what r the requirements to apply for a delay birth certificate in canada?,Interrogative-WHInfo-Direct,english
what r the evidentary requirements to apply for a delay birth certificate in canada?,Interrogative-WHInfo-Direct,english
It depends on if you ever registered the birth.,Interrogative-Polar-Indirect,english
i want to know which you liked better and WHY?,Interrogative-WHInfo-Indirect,english
Are there any major differences between them?,Interrogative-Polar-Direct,english
Are there any major differences between them?,Existential-CopPred-ThereExpl,english
What countries are the best to travel to?,Interrogative-WHInfo-Direct,english
Where in the states could I go?,Interrogative-WHInfo-Direct,english
Where in Europe?,Interrogative-WHInfo-Direct,english
Have you every traveled before?,Interrogative-Polar-Direct,english
"I mean when I graduate & yes, college, sorry for the typo.",Interrogative-WHInfo-Indirect,english
"There are 50 of them, 48 located from Maine to Florida and California to Washington State and all in between.",Interrogative-Polar-Direct,english
"There are 50 of them, 48 located from Maine to Florida and California to Washington State and all in between.",Existential-CopPred-ThereExpl,english
There are 2 more located outside of the main continent with Alaska way to the north and Hawaii in the Pacific.,Interrogative-Polar-Direct,english
There are 2 more located outside of the main continent with Alaska way to the north and Hawaii in the Pacific.,Existential-CopPred-ThereExpl,english
What do you like to do?,Interrogative-WHInfo-Indirect,english
Do you speak a foreign language?,Interrogative-Polar-Direct,english
"Once you have a budget or an amount in the bank then you'll be able to figure out where you can go, for how long you can go and what you can do when you're there.",Interrogative-WHInfo-Indirect,english
But where in nigeria?,Interrogative-WHInfo-Direct,english
How do you make your cat adjust to a new house?,Interrogative-WHInfo-Direct,english
"remember to visit with him while he is in the room, and tell him how good he is.",Interrogative-WHInfo-Indirect,english
How do I train him to feel comfortable in his crate?,Interrogative-WHInfo-Direct,english
I just dont know how to do it with a grown dog.,Interrogative-WHInfo-Indirect,english
"...but basically, what I do is the same thing I did with my puppy...lots of patience, lots of time, lots of praise, lots of treats, and lots of repition....Right?",Interrogative-WHInfo-Direct,english
Is there any tricks I could use?,Interrogative-Polar-Direct,english
Is there any tricks I could use?,Existential-CopPred-ThereExpl,english
There are ways to get your new dog used to the crate or going out.,Interrogative-Polar-Direct,english
There are ways to get your new dog used to the crate or going out.,Existential-CopPred-ThereExpl,english
Open the door and let him out and see how he acts.,Interrogative-WHInfo-Indirect,english
"Have patience with him, you just got him and who knows how he was treated before you brought him home.",Interrogative-WHInfo-Indirect,english
where can I find the best tours to the Mekong Delta at reasonable prices?,Interrogative-WHInfo-Direct,english
Should I just settle and book on line?,Interrogative-Polar-Direct,english
I don't remember the exact cost but remember thinking how inexpensive it was.,Interrogative-WHInfo-Indirect,english
"There isn't much to see in the delta, it's a lifestyle not a resort area.",Interrogative-Polar-Direct,english
"There isn't much to see in the delta, it's a lifestyle not a resort area.",Existential-CopPred-ThereExpl,english
I got a riding lesson today on one of my boss's fino horses and it made me realize just how unsteady my left leg is.,Interrogative-WHInfo-Indirect,english
But there are just so many poses and programs!,Interrogative-Polar-Direct,english
But there are just so many poses and programs!,Existential-CopPred-ThereExpl,english
"i wouldn't bother with yoga i'd practice more with riding and fixing my problem, ride bareback, with no irons, theres also a way to ride on your knees?",Interrogative-Polar-Direct,english
You don't want to spend more than $20 and yet you have an expensive hobby like riding horses?,Interrogative-Polar-Direct,english
What to feed my dog after gastroenteritis?,Interrogative-WHInfo-Direct,english
and will these antibiotics help?,Interrogative-Polar-Direct,english
i dont want him to get dehydrated and also should i try to give him a little bit of food?,Interrogative-Polar-Direct,english
I will give them and call and see what they say.,Interrogative-WHInfo-Indirect,english
Did your vet take radiographs (x-rays)?,Interrogative-Polar-Direct,english
Did they do any x-rays?,Interrogative-Polar-Direct,english
I don't know if vomiting blood is common with this ailment.,Interrogative-Polar-Indirect,english
You should call your vet now and ask them what is normal or not.,Interrogative-WHInfo-Indirect,english
I would really love to hear what the French or those who had dated the French to say something about this.,Interrogative-WHInfo-Indirect,english
Have I just fallen victim in a cultural trap?,Interrogative-Polar-Direct,english
Why not just take your chances and do it your way?,Interrogative-WHInfo-Direct,english
There are no jobs in this country.,Interrogative-Polar-Direct,english
There are no jobs in this country.,Existential-CopPred-ThereExpl,english
Is there a future for our nation's youth?,Interrogative-Polar-Direct,english
Is there a future for our nation's youth?,Existential-CopPred-ThereExpl,english
"There's obviously a reason for that (lack of employment, low incomes, etc.)",Interrogative-Polar-Direct,english
"There's obviously a reason for that (lack of employment, low incomes, etc.)",Existential-CopPred-ThereExpl,english
*gasps* So I wouldn't make a good prostitute?,Interrogative-Polar-Direct,english
Are you saying I'm bad in bed?,Interrogative-Polar-Direct,english
How would you know?,Interrogative-WHInfo-Direct,english
"At the moment there's no interest, but that'll probably change.",Interrogative-Polar-Direct,english
"At the moment there's no interest, but that'll probably change.",Existential-CopPred-ThereExpl,english
There are far too many lazy people out there who think that they can sit around a job will fall in their lap.,Interrogative-Polar-Direct,english
There are far too many lazy people out there who think that they can sit around a job will fall in their lap.,Existential-CopPred-ThereExpl,english
why does my baby king snake refuse to eat?,Interrogative-WHInfo-Direct,english
i am very discouraged and sad and i don't know what to do.,Interrogative-WHInfo-Indirect,english
do babies this small hibernate?,Interrogative-Polar-Direct,english
They can smell it so i'm sure he knows what it is and just don't want it.,Interrogative-WHInfo-Indirect,english
are my two cats fighting or playing?,Interrogative-Polar-Direct,english
were they roughhouse playing?,Interrogative-Polar-Direct,english
or were they actually fighting?,Interrogative-Polar-Direct,english
"he has been ""biting"" at her neck and stomach previously while they play without her meowing or anything so im wondering if he went a little to far that one time.",Interrogative-Polar-Indirect,english
I can see how you get confused though. :),Interrogative-WHInfo-Indirect,english
What was the goal for North Vietnam in the Tet offensive?,Interrogative-WHInfo-Direct,english
What happened?,Interrogative-WHInfo-Direct,english
There is a very good book on the subject that was written by General Vo Nguyen Giap.,Interrogative-Polar-Direct,english
There is a very good book on the subject that was written by General Vo Nguyen Giap.,Existential-CopPred-ThereExpl,english
"My question is does that mean it gives him not only the heat, but the ""sun rays"" he needs?",Interrogative-Polar-Direct,english
"I am making a christmas list for my parents and i was going to ask for a bird and these are the affordable ones that i like, and i was wondering : which would not bite alot, and which are more fun to have as pets AND I NEED TO KNOW WHICH WOULD BE QUIETEST i honestly dont care but my family does !",Interrogative-WHInfo-Indirect,english
"They sometimes dont get along (you know how some girls are lol hahahaahh but for real though, two girls tend to fight a lot.",Interrogative-WHInfo-Indirect,english
My mom told me how to tame them and I was very happy with the results.,Interrogative-WHInfo-Indirect,english
When is the best time to travel to Ireland?,Interrogative-WHInfo-Direct,english
And then there’s the rain.,Interrogative-Polar-Direct,english
And then there’s the rain.,Existential-CopPred-ThereExpl,english
"As that famous Scotsman Billy Connolly says ""there is no such thing as bad weather just the wrong clothes""",Interrogative-Polar-Direct,english
"As that famous Scotsman Billy Connolly says ""there is no such thing as bad weather just the wrong clothes""",Existential-CopPred-ThereExpl,english
You do realise it is quite expensive to visit Ireland?,Interrogative-Polar-Direct,english
Can you tell me the whole process of breeding them and taking care of the babies?,Interrogative-Polar-Direct,english
"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks, picking eggs from a mop & putting them in a tray of treated, seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there.",Interrogative-Polar-Direct,english
"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks, picking eggs from a mop & putting them in a tray of treated, seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there.",Existential-CopPred-ThereExpl,english
1. Is a tank mate (such as another female killie or a Cory or large snails) rating the eggs?,Interrogative-Polar-Direct,english
2. Have we kept up with partial water changes?,Interrogative-Polar-Direct,english
3. Is there too much mineral in the water?,Interrogative-Polar-Direct,english
3. Is there too much mineral in the water?,Existential-CopPred-ThereExpl,english
What is the best time of year?,Interrogative-WHInfo-Direct,english
Should I get a balcony?,Interrogative-Polar-Direct,english
There can be many ideas; one can see numerous options passing through their mind.,Interrogative-Polar-Direct,english
There can be many ideas; one can see numerous options passing through their mind.,Existential-CopPred-ThereExpl,english
What is the best option?,Interrogative-WHInfo-Direct,english
There are many reasons to say Disney cruise is the best bet for you to have a enjoyable holiday tour.,Interrogative-Polar-Direct,english
There are many reasons to say Disney cruise is the best bet for you to have a enjoyable holiday tour.,Existential-CopPred-ThereExpl,english
Do you feel that the holidaying with the animated cartoons will impress only young ones?,Interrogative-Polar-Direct,english
"There are two ships, Disney magic and Disney wonder.",Interrogative-Polar-Direct,english
"There are two ships, Disney magic and Disney wonder.",Existential-CopPred-ThereExpl,english
There are many good options of delicious food on the shores as well.,Interrogative-Polar-Direct,english
There are many good options of delicious food on the shores as well.,Existential-CopPred-ThereExpl,english
There are special regions uniquely and imposingly designed for the children.,Interrogative-Polar-Direct,english
There are special regions uniquely and imposingly designed for the children.,Existential-CopPred-ThereExpl,english
There are other amnesties also.,Interrogative-Polar-Direct,english
There are other amnesties also.,Existential-CopPred-ThereExpl,english
There are many online sites offering the booking facility with affordable rates.,Interrogative-Polar-Direct,english
There are many online sites offering the booking facility with affordable rates.,Existential-CopPred-ThereExpl,english
There are so many things to do that you will only use your room for sleeping and the extra cost of the balcony is wasted.,Interrogative-Polar-Direct,english
There are so many things to do that you will only use your room for sleeping and the extra cost of the balcony is wasted.,Existential-CopPred-ThereExpl,english
There is a splash fountain (no standing water) for little ones still in diapers; Next is a wading pool for those who are potty trained; Then a family pool; Finally there is a pool for adults only with kids not allowed.,Interrogative-Polar-Direct,english
There is a splash fountain (no standing water) for little ones still in diapers; Next is a wading pool for those who are potty trained; Then a family pool; Finally there is a pool for adults only with kids not allowed.,Existential-CopPred-ThereExpl,english
I don't know if I should call him again tomorrow or not?,Interrogative-Polar-Direct,english
I don't know if I should call him again tomorrow or not?,Interrogative-Polar-Indirect,english
would You like going for *coffee* with him?,Interrogative-Polar-Direct,english
I would say if he does not call you back by friday call him again he could be playing hard to get?,Interrogative-Polar-Direct,english
sorta wonder what it would have been like?,Interrogative-WHInfo-Indirect,english
sorta wonder what it would have been like?,Interrogative-WHInfo-Direct,english
Well 6 weeks Later when he came back out He was again working on my mares front Foot and I looked Down and Yeah he had Wholes In his pants In the wrong places I bust out Laughing and He was like what???,Interrogative-WHInfo-Indirect,english
So I might get the horse and see what I can do.,Interrogative-WHInfo-Indirect,english
"I posted what the owner as said in paragraph 2 & 3, that is not me to clarify.",Interrogative-WHInfo-Indirect,english
I do think some Y!A users need to work on their reading comprehension as I can't comprehend how taking a horse in as a rescue and getting it qualified medical treatment is abuse.,Interrogative-WHInfo-Indirect,english
If so go for it and I'll give you all the moral support I can as you figure out what is up.,Interrogative-WHInfo-Indirect,english
"I have no idea if that is related or farmers are doing a better job of clearing out opossums now because they know opossums are carriers, but we haven't had an EPM horse in at least 10 years.",Interrogative-Polar-Indirect,english
You may want to see if you can get in touch with their EPM group and get this guy in a study.,Interrogative-Polar-Indirect,english
Let us know what you decide to do.,Interrogative-WHInfo-Indirect,english
You should have you chiro out before you decide if you want this horse or not.,Interrogative-Polar-Indirect,english
"If you have a good repoire (which I'm sure you do) with them, they should be honest on if this horse is fixable to any degree... not really sure what you want to do with him...",Interrogative-WHInfo-Indirect,english
"Even if you can figure out what is wrong with this poor poneh, there is always the chance for remission and then relapse so you may have to do deal with again in the future.",Interrogative-Polar-Direct,english
"Even if you can figure out what is wrong with this poor poneh, there is always the chance for remission and then relapse so you may have to do deal with again in the future.",Interrogative-WHInfo-Indirect,english
"Even if you can figure out what is wrong with this poor poneh, there is always the chance for remission and then relapse so you may have to do deal with again in the future.",Existential-CopPred-ThereExpl,english
Could he have had a blow to the head causing this atrophy?,Interrogative-Polar-Direct,english
I also wonder if he might have had a slight stroke?,Interrogative-Polar-Indirect,english
"Who knows what the future might hold, and it might be expensive?",Interrogative-WHInfo-Indirect,english
"Who knows what the future might hold, and it might be expensive?",Interrogative-WHInfo-Direct,english
He knows what hes doing.,Interrogative-WHInfo-Indirect,english
How else can excellent be described for a business of this sort?,Interrogative-WHInfo-Direct,english
Is there no other Verizon to go to around Downtown/Dupont Circle1?!?!?,Interrogative-Polar-Direct,english
Is there no other Verizon to go to around Downtown/Dupont Circle1?!?!?,Existential-CopPred-ThereExpl,english
"seriously, can you imagine having to live through these last few nights without heat?",Interrogative-Polar-Direct,english
There are three Starbucks locations that I frequent.,Interrogative-Polar-Direct,english
There are three Starbucks locations that I frequent.,Existential-CopPred-ThereExpl,english
Can't you make a decent cup of coffee?,Interrogative-Polar-Direct,english
Theres a reason why Frank mcclelland was named best chef of the north east reigon.,Interrogative-Polar-Direct,english
Theres a reason why Frank mcclelland was named best chef of the north east reigon.,Existential-CopPred-ThereExpl,english
There was not a customer to be found.,Interrogative-Polar-Direct,english
There was not a customer to be found.,Existential-CopPred-ThereExpl,english
It wasn't until he gave up and walked out the door that someone asked Can I help you.,Interrogative-Polar-Direct,english
Are you kidding me?,Interrogative-Polar-Direct,english
There are plenty of good dentists in Fernandina.,Interrogative-Polar-Direct,english
There are plenty of good dentists in Fernandina.,Existential-CopPred-ThereExpl,english
she didnt even let me finish a sentence without insulting me and telling me how i should have said it!,Interrogative-WHInfo-Indirect,english
After going to the hospital and paying ER prices ... there is no way I won't be back here!!,Interrogative-Polar-Direct,english
After going to the hospital and paying ER prices ... there is no way I won't be back here!!,Existential-CopPred-ThereExpl,english
We were very happy how clean looked our windows.,Interrogative-WHInfo-Indirect,english
I tell them: why not just go with these guys?,Interrogative-WHInfo-Indirect,english
Afterall she will only be a baby for so long I figure why not enjoy it.,Interrogative-WHInfo-Indirect,english
Bea was really nice and asked how the food was.,Interrogative-WHInfo-Indirect,english
There are so many wonderful great places to dine in houston....don't.waste your time here.,Interrogative-Polar-Direct,english
There are so many wonderful great places to dine in houston....don't.waste your time here.,Existential-CopPred-ThereExpl,english
He also inspected my entie roof to see if there was anything else that needed attention.,Interrogative-Polar-Indirect,english
He called the next day to see if everything was to my satisfaction.,Interrogative-Polar-Indirect,english
This is the most humble gym you will every step into.... if you dare to work on your body don't be surprised when you see how addicting going to FITNESS UNLIMITED can be!!,Interrogative-WHInfo-Indirect,english
"Give yourself the gift of trying this place, to see if it fits you...",Interrogative-Polar-Indirect,english
What kind of rude service is that?,Interrogative-WHInfo-Direct,english
"Don't go, or you will learn how to waste your money.",Interrogative-WHInfo-Indirect,english
There was minimal cheese and sauce and it completely lacked flavor.,Interrogative-Polar-Direct,english
There was minimal cheese and sauce and it completely lacked flavor.,Existential-CopPred-ThereExpl,english
They were very friendly and were able to explain me exactly what was wrong with it.,Interrogative-WHInfo-Indirect,english
There was a change of ownership a couple of years ago and service is both quick and extremely friendly.,Interrogative-Polar-Direct,english
There was a change of ownership a couple of years ago and service is both quick and extremely friendly.,Existential-CopPred-ThereExpl,english
Do we need another one?,Interrogative-Polar-Direct,english
"There's holes everywhere in the ceiling, sewage constantly leaks through the ceiling, and the whole condition of the school is horrible.",Interrogative-Polar-Direct,english
"There's holes everywhere in the ceiling, sewage constantly leaks through the ceiling, and the whole condition of the school is horrible.",Existential-CopPred-ThereExpl,english
I knew what it was and told the guy that it wasn'ta fps.,Interrogative-WHInfo-Indirect,english
He tried to tell me it was when I told asked him if he knew what fps stood for and he had no clue.,Interrogative-WHInfo-Indirect,english
"As I have gone through many reviews sites to see if any provider is providing better services or not, and I have realized that there were many good reviews about Liquidweb also Steven never faced any server issues in his whole hosting.",Interrogative-Polar-Indirect,english
There is even free coffee and bottles of water if you'd like.,Interrogative-Polar-Direct,english
There is even free coffee and bottles of water if you'd like.,Existential-CopPred-ThereExpl,english
There's no excuse for that kind of estimate.,Interrogative-Polar-Direct,english
There's no excuse for that kind of estimate.,Existential-CopPred-ThereExpl,english
"The invoice is not detailed, so it is difficult to see what you are paying for.",Interrogative-WHInfo-Indirect,english
I sincerely wonder if the doctor has a clue about what is going on within his practice.,Interrogative-Polar-Indirect,english
There were occasional bears on the deck in the morning.,Interrogative-Polar-Direct,english
There were occasional bears on the deck in the morning.,Existential-CopPred-ThereExpl,english
I asked if a manager was on duty he told me he was.,Interrogative-Polar-Indirect,english
"OMG.. make sure to book a reservation, as this magical place is packed (in a nice way) I love that the owner walks around and cares how his customers feel about their food.",Interrogative-WHInfo-Indirect,english
"Holly is very experienced and talented, and I could tell she new what she was doing right off the bat.",Interrogative-WHInfo-Indirect,english
He really knows what he is talking about and will approach the different options fairly.,Interrogative-WHInfo-Indirect,english
"You can see different treatments that a surgeon can't see, so that you can have several treatment options before you decide what to do.",Interrogative-WHInfo-Indirect,english
"I regularly request Kim's business cards as I am often stopped on the street and asked ""Who does your hair...I LOVE it!!!""",Interrogative-WHInfo-Indirect,english
"I got yelled at, literally yelled at because i asked if i could pick up my car 5-10 minutes late.",Interrogative-Polar-Indirect,english
"With all the child predators out there, a busy road, cars speeding by...... and you are going to let some 4/5 year olds wonder around cause you're money hungry?",Interrogative-Polar-Direct,english
Don't know where else you can find Purple Hull Peas and some of the other sides.,Interrogative-WHInfo-Indirect,english
There must be a reason so many people like it there.,Interrogative-Polar-Direct,english
There must be a reason so many people like it there.,Existential-CopPred-ThereExpl,english
i was looking for a car but did not really know what i wanted and they were very helpful and took the time to first figure out what my needs were and showing me various options to meet those needs.,Interrogative-WHInfo-Indirect,english
i was looking for a car but did not really know what i wanted and they were very helpful and took the time to first figure out what my needs were and showing me various options to meet those needs.,Interrogative-WHInfo-Indirect,english
I guess you get what you pay for.,Interrogative-WHInfo-Indirect,english
Sierra was my stylist and i love what she did.,Interrogative-WHInfo-Indirect,english
Usually they blow dry it out and i have to wait until i wash it to see what it will look like in its natural state.,Interrogative-WHInfo-Indirect,english
But she did a fabulous job letting me know what she was doing at all times and styled my hair in a way i could do it at home.,Interrogative-WHInfo-Indirect,english
"I called reception to ask if they knew the state the room was in and was told ""This is a Days Inn, not the Hilton"" and the receptionist then hung up on me.",Interrogative-Polar-Indirect,english
There was not one ounce of caring involved and anyone I can warn about the complete lack of service will be warned.,Interrogative-Polar-Direct,english
There was not one ounce of caring involved and anyone I can warn about the complete lack of service will be warned.,Existential-CopPred-ThereExpl,english
How FusionRetail has overcome these issues ?,Interrogative-WHInfo-Direct,english
There were four of us and I was taken first by a gentleman.,Interrogative-Polar-Direct,english
There were four of us and I was taken first by a gentleman.,Existential-CopPred-ThereExpl,english
The down side was that sometimes there was a lot of noise in the hallway from other patients/doctors.,Interrogative-Polar-Direct,english
The down side was that sometimes there was a lot of noise in the hallway from other patients/doctors.,Existential-CopPred-ThereExpl,english
They certainly know what they are doing.,Interrogative-WHInfo-Indirect,english
I wonder if they were going down a hill!,Interrogative-Polar-Indirect,english
There were 3 names before us.,Interrogative-Polar-Direct,english
There were 3 names before us.,Existential-CopPred-ThereExpl,english
"There were 2 in our group, and a 3rd person was also in the parking lot waiting for this class.",Interrogative-Polar-Direct,english
"There were 2 in our group, and a 3rd person was also in the parking lot waiting for this class.",Existential-CopPred-ThereExpl,english
"In today's instant world, there's no reason for the instructor not to even have given us a phone call or e-mail if she was going to be late.",Interrogative-Polar-Direct,english
"In today's instant world, there's no reason for the instructor not to even have given us a phone call or e-mail if she was going to be late.",Existential-CopPred-ThereExpl,english
"They made me feel confident in what they would do, and treated me like a member of their own family.",Interrogative-WHInfo-Indirect,english
Does it seriously take that long for a soup and salad?,Interrogative-Polar-Direct,english
The office refused my requests to see what they got from BC/BS.,Interrogative-WHInfo-Indirect,english
If it lasted 1 month i could suck it up but 1 day?,Interrogative-Polar-Direct,english
"Now, of course, there's a new building, with presumably better facilities.",Interrogative-Polar-Direct,english
"Now, of course, there's a new building, with presumably better facilities.",Existential-CopPred-ThereExpl,english
"There's a restaurant nearby (walking distance) with a great breakfast, and a market across the street.",Interrogative-Polar-Direct,english
"There's a restaurant nearby (walking distance) with a great breakfast, and a market across the street.",Existential-CopPred-ThereExpl,english
I cannot describe how delicious the mango and cheese pastries and the omelets are to die for.,Interrogative-WHInfo-Indirect,english
"They always ask if you have meat in your dish, (for vegetarians like me), they scrub an area of the grill and use separate utensils to cook.",Interrogative-Polar-Indirect,english
"There's plenty of parking, and I've never had an issue with audience members who won't stop talking or answering their cellphones.",Interrogative-Polar-Direct,english
"There's plenty of parking, and I've never had an issue with audience members who won't stop talking or answering their cellphones.",Existential-CopPred-ThereExpl,english
"Best of all, there are no ads!!!!!",Interrogative-Polar-Direct,english
"Best of all, there are no ads!!!!!",Existential-CopPred-ThereExpl,english
I asked her who she worked with and she just told me ti was the sales manager.,Interrogative-WHInfo-Indirect,english
Jeff and Craig are really good at what they do and know exactly how to treat a customer.,Interrogative-WHInfo-Indirect,english
"Yes, there are bigger, but bigger isn't necessarily better.",Interrogative-Polar-Direct,english
"Yes, there are bigger, but bigger isn't necessarily better.",Existential-CopPred-ThereExpl,english
I think they're still in the mindset from when it was only smokers sitting around and drinking... not in any hurry.,Interrogative-WHInfo-Indirect,english
"However, the bartenders/waitresses definately need to be re-trained (if they ever had any to begin with) and learn two things: only chat with customers when other customers are not impatiently waiting and to look around more often to see if people are waiting.",Interrogative-Polar-Indirect,english
You just have to know what you're getting into when you go.,Interrogative-WHInfo-Indirect,english
maybe you should understand how the world works & realize you are just like any other person & not put yourself on a pedestal.,Interrogative-WHInfo-Indirect,english
"The pool was supposed to close at 10 and they would have people down there until 11:45 yelling, playing music and do who-knows-what in the dark corners of the pool.",Interrogative-WHInfo-Indirect,english
"By the time we got to the budget i told him I could work with, there was basically no design.",Interrogative-Polar-Direct,english
"By the time we got to the budget i told him I could work with, there was basically no design.",Existential-CopPred-ThereExpl,english
"After a good few minutes, he asked: ""what do you want?""",Interrogative-WHInfo-Indirect,english
Somewhere in between his rudeness he asked if we smoked.,Interrogative-Polar-Indirect,english
I asked if this hotel had smoking rooms.,Interrogative-Polar-Indirect,english
"I dunno how they did it, but Scottish friends--- this is THE REAL DEAL.",Interrogative-WHInfo-Indirect,english
"That being said, I don't know how their delivery service is.",Interrogative-WHInfo-Indirect,english
I then asked if I could have money back in cash.,Interrogative-Polar-Indirect,english
There were no other options available (I only brought my check card to cover any overage cost) and she rang it up and applied it to the gift card before telling me about the tip policy.,Interrogative-Polar-Direct,english
There were no other options available (I only brought my check card to cover any overage cost) and she rang it up and applied it to the gift card before telling me about the tip policy.,Existential-CopPred-ThereExpl,english
There are other places with food just as good with management that values customers and employees much more.,Interrogative-Polar-Direct,english
There are other places with food just as good with management that values customers and employees much more.,Existential-CopPred-ThereExpl,english
"ALSO, THERE SHOULD NOT BE PEANUTS ALL OVER THE FLOOR.",Interrogative-Polar-Direct,english
"ALSO, THERE SHOULD NOT BE PEANUTS ALL OVER THE FLOOR.",Existential-CopPred-ThereExpl,english
"NEXT, THERE SHOULD ONLY BE ONE PERSON BRINGING YOU YOUR FOOD.",Interrogative-Polar-Direct,english
"NEXT, THERE SHOULD ONLY BE ONE PERSON BRINGING YOU YOUR FOOD.",Existential-CopPred-ThereExpl,english
They were back quickly considering how far outside of Murfreesboro we were and had us on our way by 6:30 that evening.,Interrogative-WHInfo-Indirect,english
